epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,1152.55,1.97679,2.89726,1.96332,0.28848,0.23956,0.17521,0.06027,1.9977,2.72016,2.10922,0.007921,0.007921,0.007921
23,1204.01,1.97319,2.86728,1.9852,0.22517,0.25572,0.16288,0.06039,1.9185,2.62905,2.06398,0.007822,0.007822,0.007822
24,1255.75,1.92677,2.85576,1.97069,0.27283,0.30417,0.1991,0.06662,1.97634,2.72806,2.0821,0.007723,0.007723,0.007723
25,1307.72,1.93787,2.83142,1.97289,0.24499,0.30821,0.19336,0.06572,1.96205,2.79154,2.09658,0.007624,0.007624,0.007624
26,1359.42,1.93988,2.76404,1.94807,0.27346,0.33109,0.21825,0.07552,1.90789,2.58767,2.05646,0.007525,0.007525,0.007525
27,1411.02,1.91119,2.7508,1.91972,0.25091,0.35433,0.19619,0.07082,1.92261,2.55743,2.06054,0.007426,0.007426,0.007426
28,1462.99,1.92877,2.686,1.93121,0.28043,0.35801,0.22046,0.07568,2.01875,2.51605,2.1066,0.007327,0.007327,0.007327
29,1514.98,1.9261,2.68391,1.92477,0.31523,0.36878,0.2322,0.07348,1.96785,2.67561,2.08129,0.007228,0.007228,0.007228
30,1566.63,1.94604,2.68693,1.92744,0.30905,0.35128,0.23146,0.08262,1.91622,2.44094,2.04102,0.007129,0.007129,0.007129
31,1618.25,1.903,2.70943,1.90644,0.31062,0.34186,0.23964,0.08393,1.95529,2.36802,2.09071,0.00703,0.00703,0.00703
32,1669.53,1.906,2.66333,1.89886,0.36589,0.37416,0.27587,0.09851,2.01449,2.26402,2.11246,0.006931,0.006931,0.006931
33,1720.78,1.92268,2.64038,1.89244,0.31969,0.33378,0.25,0.08807,2.00923,2.3384,2.06944,0.006832,0.006832,0.006832
34,1772.12,1.89135,2.64365,1.88639,0.33134,0.35666,0.25112,0.08908,1.93677,2.40125,2.03221,0.006733,0.006733,0.006733
35,1823.54,1.89921,2.65769,1.88352,0.28882,0.34455,0.22474,0.08364,1.90732,2.42198,1.9963,0.006634,0.006634,0.006634
36,1875.15,1.89274,2.58682,1.89461,0.30845,0.40915,0.26453,0.09209,2.00912,2.30588,2.07725,0.006535,0.006535,0.006535
37,1925.94,1.89696,2.58992,1.89529,0.3136,0.39435,0.25911,0.10144,1.91439,2.25459,2.02153,0.006436,0.006436,0.006436
38,1976.39,1.91949,2.55209,1.9005,0.34729,0.40511,0.30072,0.1113,1.92321,2.20246,2.0243,0.006337,0.006337,0.006337
39,2026.94,1.87079,2.57211,1.8838,0.33095,0.36484,0.27624,0.10376,1.94461,2.2667,2.05549,0.006238,0.006238,0.006238
40,2078.32,1.84934,2.52932,1.84302,0.34536,0.39704,0.29282,0.11169,1.94394,2.17982,2.02437,0.006139,0.006139,0.006139
41,2130.19,1.86844,2.48266,1.86987,0.32609,0.42396,0.28419,0.1081,1.96569,2.12774,2.06243,0.00604,0.00604,0.00604
42,2182.36,1.85255,2.49819,1.85816,0.32507,0.42934,0.26816,0.10224,1.90157,2.2333,2.01605,0.005941,0.005941,0.005941
43,2234.26,1.84733,2.49762,1.84099,0.32446,0.42396,0.29383,0.1092,1.93045,2.1641,2.03009,0.005842,0.005842,0.005842
44,2285.4,1.83299,2.44397,1.82703,0.3041,0.43229,0.2673,0.10409,1.90822,2.21293,2.01244,0.005743,0.005743,0.005743
45,2336.33,1.8752,2.4261,1.86056,0.31136,0.45222,0.26989,0.09864,1.89792,2.21529,2.00785,0.005644,0.005644,0.005644
46,2387.28,1.86261,2.45277,1.85325,0.33673,0.43607,0.30662,0.12136,1.86507,2.11211,1.98867,0.005545,0.005545,0.005545
47,2439.1,1.84074,2.43254,1.8368,0.3912,0.40781,0.3205,0.12113,1.92805,2.10498,2.01949,0.005446,0.005446,0.005446
48,2491.22,1.85629,2.44964,1.85412,0.29121,0.4105,0.24415,0.09895,1.8954,2.14679,1.98501,0.005347,0.005347,0.005347
49,2543.17,1.84105,2.4046,1.84061,0.32777,0.42065,0.29114,0.11485,1.88381,2.11263,1.96098,0.005248,0.005248,0.005248
50,2594.77,1.81052,2.41936,1.81422,0.33305,0.43687,0.28873,0.11578,1.88008,2.1041,1.98375,0.005149,0.005149,0.005149
51,2645.41,1.84264,2.38662,1.83542,0.35062,0.41276,0.30663,0.11839,1.88779,2.04392,1.98559,0.00505,0.00505,0.00505
52,2695.73,1.81528,2.36124,1.83527,0.32311,0.47671,0.30051,0.11728,1.90101,2.09638,1.99621,0.004951,0.004951,0.004951
53,2747.09,1.80733,2.36438,1.82026,0.34938,0.44684,0.30699,0.12324,1.90798,2.07544,2.00638,0.004852,0.004852,0.004852
54,2798.42,1.80927,2.37297,1.8176,0.37014,0.42934,0.33378,0.13065,1.86916,2.02423,1.96454,0.004753,0.004753,0.004753
55,2849.53,1.84086,2.29865,1.82215,0.34212,0.47241,0.30079,0.11444,1.90915,2.04856,2.00277,0.004654,0.004654,0.004654
56,2901.64,1.81161,2.36598,1.81846,0.35711,0.4253,0.33655,0.14045,1.83225,2.00558,1.96107,0.004555,0.004555,0.004555
57,2953.44,1.80177,2.34806,1.8172,0.35386,0.47321,0.31931,0.13144,1.85852,1.97307,1.94849,0.004456,0.004456,0.004456
58,3005.45,1.78077,2.30481,1.80377,0.34801,0.46164,0.32725,0.1327,1.84119,1.98512,1.94753,0.004357,0.004357,0.004357
59,3057.57,1.7886,2.30643,1.80597,0.3683,0.49664,0.32728,0.13351,1.82779,1.96362,1.97553,0.004258,0.004258,0.004258
60,3109.66,1.79133,2.28562,1.8206,0.34783,0.50678,0.32215,0.13243,1.8692,1.93948,1.98151,0.004159,0.004159,0.004159
61,3161.21,1.81066,2.26045,1.81324,0.38495,0.51817,0.37695,0.14889,1.88461,1.87025,1.97379,0.00406,0.00406,0.00406
62,3211.81,1.7849,2.24492,1.79726,0.38814,0.44549,0.34337,0.14215,1.84237,1.912,1.95744,0.003961,0.003961,0.003961
63,3262.37,1.80677,2.2538,1.8001,0.36145,0.49933,0.32865,0.13369,1.88423,1.94649,1.99201,0.003862,0.003862,0.003862
64,3313.76,1.74897,2.25191,1.78081,0.36114,0.49798,0.33592,0.13848,1.84499,1.92235,1.93738,0.003763,0.003763,0.003763
65,3366.01,1.76454,2.21751,1.78255,0.37568,0.49798,0.32921,0.13665,1.85237,1.90174,1.95771,0.003664,0.003664,0.003664
66,3417.5,1.77962,2.19718,1.77614,0.34389,0.51817,0.33754,0.14231,1.85193,1.89163,1.93834,0.003565,0.003565,0.003565
67,3469.15,1.77688,2.21324,1.77401,0.36232,0.51817,0.33857,0.13784,1.86542,1.85212,1.96623,0.003466,0.003466,0.003466
68,3520.25,1.77933,2.19078,1.7821,0.36982,0.50067,0.36583,0.146,1.86562,1.87607,1.94267,0.003367,0.003367,0.003367
69,3571.58,1.76671,2.18973,1.78015,0.36554,0.50875,0.35066,0.14613,1.82652,1.89,1.95581,0.003268,0.003268,0.003268
70,3623.69,1.78006,2.17837,1.77842,0.38559,0.50594,0.36669,0.15361,1.82276,1.85149,1.93054,0.003169,0.003169,0.003169
71,3675.77,1.73405,2.13037,1.7437,0.37048,0.49933,0.34039,0.1404,1.85349,1.85555,1.94904,0.00307,0.00307,0.00307
72,3727.84,1.74564,2.14347,1.75871,0.3778,0.50342,0.35286,0.14908,1.83037,1.86876,1.94499,0.002971,0.002971,0.002971
73,3779.53,1.74754,2.16627,1.76849,0.38437,0.52603,0.3707,0.15644,1.83772,1.81951,1.95321,0.002872,0.002872,0.002872
74,3830.86,1.74704,2.14309,1.75643,0.40651,0.52731,0.37126,0.15473,1.81265,1.84346,1.93703,0.002773,0.002773,0.002773
75,3881.99,1.73974,2.14822,1.74952,0.37932,0.54205,0.35539,0.15528,1.83927,1.81064,1.9277,0.002674,0.002674,0.002674
76,3933.88,1.72669,2.12522,1.74877,0.38701,0.54298,0.35754,0.15156,1.81834,1.80553,1.94511,0.002575,0.002575,0.002575
77,3986.09,1.73272,2.12023,1.75589,0.37688,0.54778,0.36534,0.15618,1.81972,1.82698,1.93308,0.002476,0.002476,0.002476
78,4038.01,1.72264,2.10533,1.74002,0.3759,0.50875,0.34945,0.15004,1.82696,1.81632,1.93745,0.002377,0.002377,0.002377
79,4089.83,1.72171,2.09976,1.74595,0.3854,0.54913,0.36244,0.15655,1.83219,1.80794,1.9313,0.002278,0.002278,0.002278
80,4140.99,1.72147,2.07727,1.75109,0.39736,0.51009,0.35766,0.15321,1.85144,1.80756,1.93804,0.002179,0.002179,0.002179
81,4192.05,1.71917,2.10006,1.73789,0.42136,0.54374,0.38902,0.15973,1.83668,1.8173,1.93379,0.00208,0.00208,0.00208
82,4243.94,1.71914,2.06897,1.73302,0.39681,0.5424,0.37008,0.15982,1.85679,1.76583,1.93354,0.001981,0.001981,0.001981
83,4295.72,1.7193,2.0624,1.72834,0.38114,0.54509,0.35606,0.15402,1.84903,1.77738,1.9411,0.001882,0.001882,0.001882
84,4348.22,1.71475,2.0611,1.73391,0.40172,0.51413,0.36769,0.15516,1.83858,1.80267,1.9412,0.001783,0.001783,0.001783
85,4400.24,1.69369,2.07888,1.72717,0.38442,0.53707,0.36151,0.15475,1.81836,1.79996,1.90852,0.001684,0.001684,0.001684
86,4451.91,1.69608,2.04571,1.72514,0.386,0.5424,0.37511,0.16026,1.84396,1.77601,1.92591,0.001585,0.001585,0.001585
87,4503.39,1.68803,2.0431,1.71388,0.38971,0.54509,0.36638,0.1538,1.83545,1.78457,1.93283,0.001486,0.001486,0.001486
88,4555.63,1.68838,2.06175,1.71052,0.40505,0.53512,0.37881,0.16013,1.81577,1.77819,1.92946,0.001387,0.001387,0.001387
89,4607.84,1.68272,2.05993,1.71396,0.39898,0.54778,0.37201,0.15902,1.82751,1.79183,1.92794,0.001288,0.001288,0.001288
90,4659.4,1.68091,2.02076,1.71117,0.3935,0.54105,0.3705,0.16122,1.83429,1.75824,1.9166,0.001189,0.001189,0.001189
91,4712.34,1.70375,1.7793,1.78549,0.40871,0.52759,0.38437,0.16503,1.84884,1.72932,1.95359,0.00109,0.00109,0.00109
92,4762.97,1.68241,1.72619,1.79854,0.41381,0.55182,0.39308,0.16988,1.8402,1.73592,1.93654,0.000991,0.000991,0.000991
93,4813.93,1.65842,1.70631,1.7836,0.42108,0.54374,0.39208,0.17382,1.83477,1.71957,1.94391,0.000892,0.000892,0.000892
94,4865.43,1.65199,1.69707,1.78334,0.44178,0.5397,0.40051,0.1742,1.82767,1.70973,1.94645,0.000793,0.000793,0.000793
95,4917.18,1.67292,1.68666,1.79582,0.42019,0.53297,0.39707,0.17504,1.81946,1.71562,1.94461,0.000694,0.000694,0.000694
96,4968.47,1.64289,1.67683,1.77945,0.41945,0.5424,0.40251,0.17756,1.82667,1.71272,1.94199,0.000595,0.000595,0.000595
97,5019.35,1.64589,1.64891,1.76966,0.42377,0.55585,0.40128,0.17643,1.815,1.71765,1.93109,0.000496,0.000496,0.000496
98,5070.57,1.66263,1.65987,1.78334,0.41662,0.56528,0.40209,0.17949,1.82878,1.70193,1.93922,0.000397,0.000397,0.000397
99,5121.39,1.65558,1.64153,1.77669,0.42757,0.56124,0.4033,0.17992,1.82691,1.68819,1.94106,0.000298,0.000298,0.000298
100,5172.68,1.63826,1.64666,1.77752,0.41921,0.57066,0.40247,0.17853,1.82581,1.69905,1.94608,0.000199,0.000199,0.000199
